"PARTICIPANT_NAME","TRADE_NAME","RANGE","CERTIFICAT","MODEL_TYPE","SOFTWARE_NAME","SOFTWARE_VERSION","FACTORY_COUNTRY","FACTORY_CITY","MODEL_NAME","SeasonalCooling | Pdesignc","SeasonalCooling | SEER","SeasonalCooling | Effsc","Seasonal Efficiency in Cooling | Pdesignc","Seasonal Efficiency in Cooling | SEER","Seasonal Efficiency in Cooling | Qce","Seasonal Efficiency in Cooling | SEER Class","Heating Average Climate | Pdesignh","Heating Average Climate | SCOP","Heating Average Climate | SCOP Class","Heating Average Climate | Qhe","SeasonalHeating | Pdesignh","SeasonalHeating | SCOP","SeasonalHeating | Effsh","Acoustic | LwO env","Acoustic | LwI1 env","Acoustic | LwI1 duct","Acoustic | LwI2 env","Acoustic | LwO duct","Acoustic | LwI2 duct","Acoustic in heating | LwO env in heating","Acoustic in heating | LwI1 env in heating","Acoustic in heating | LwI2 env in heating","Acoustic in heating | LwO duct in heating","Acoustic in heating | LwI1 duct in heating","Acoustic in heating | LwI duct2 in heating","Standard Cooling/Cooling PL Cond A | Pc","Standard Cooling/Cooling PL Cond A | Pec","Standard Cooling/Cooling PL Cond A | EER","Standard Cooling/Cooling PL Cond A | Ph","Standard Cooling/Cooling PL Cond A | COP","Standard Cooling/Cooling PL Cond A | EER Class","Standard Cooling/Cooling PL Cond A | Peh","Standard Cooling/Cooling PL Cond A | COP Class","Standard Cooling/Cooling PL Cond A | EER Class","Cooling PL CondB | Pc @ 30°C ","Cooling PL CondB | PcB","Cooling PL CondB | EER @ 30°C ","Cooling PL CondB | EERB","Cooling PL CondC | Pc @ 25°C","Cooling PL CondC | PcC","Cooling PL CondC | EER @ 25°C","Cooling PL CondC | EERC","Cooling PL CondD | Pc @ 20°C ","Cooling PL CondD | PcD","Cooling PL CondD | EER @ 20°C ","Cooling PL CondD | EERD","Standard Heating | Ph","Standard Heating | Ph","Standard Heating | Peh","Standard Heating | Peh","Standard Heating | COP","Standard Heating | COP","Heating PL CondA | Ph @ -7°C","Heating PL CondA | PhA","Heating PL CondA | COP @ -7°C","Heating PL CondA | COPA","Heating PL CondB | Ph @ +2°C","Heating PL CondB | PhB","Heating PL CondB | COP @ 2°C","Heating PL CondB | COPB","Heating PL CondC | Ph @ +7°C","Heating PL CondC | PhC","Heating PL CondC | COP @ +7°C","Heating PL CondC | COPC","Heating PL CondD | Ph @ +12°C","Heating PL CondD | PhD","Heating PL CondD | COP @ +12°C","Heating PL CondD | COPD","Bivalent Point | Tbiv","Bivalent Point | COP @ Tbiv","Bivalent Point | Ph TBiv","TOL Runing Test | TOL","TOL Runing Test | Ph_E","TOL Runing Test | COP_E","Heating Colder Climate | SCOP","Heating Colder Climate | SCOP Class_colder climate","Heating Colder Climate | SCOP Class_colder climate","Heating Colder Climate | Qhe","Bivalent Point Colder Climate | Tbiv_c","Bivalent Point Colder Climate | Ph @ Tbiv°C_c","Bivalent Point Colder Climate | COP @ Tbiv_c ","Heating Warmer Climate | SCOP","Heating Warmer Climate | SCOP Class_warmer climate","Heating Warmer Climate | Qhe","Poffc | Poff","Psbc | Psb","Psbc | Psbc","Ptoc | Pto","Pck | Pck","Poffh | Poffh","Psbh | Psbh","Psbh | Psbh","Ptoh | Ptoh","Pckh | Pckh","Cooling | EER @ 30°C ","Cooling | Pc @ 30°C ","Cooling | EER @ 25°C","Cooling | Pc @ 25°C","Cooling | EER @ 20°C ","Cooling | Pc @ 20°C ","Cooling | Pdesignc","Cooling | SEER","Cooling | Qce","PLH Heating Average Climate | COP @ -7°C","PLH Heating Average Climate | Ph @ -7°C","PLH Heating Average Climate | COP @ 2°C","PLH Heating Average Climate | Ph @ +2°C","PLH Heating Average Climate | COP @ +7°C","PLH Heating Average Climate | Ph @ +7°C","PLH Heating Average Climate | COP @ +12°C","PLH Heating Average Climate | Ph @ +12°C","PLH Heating Average Climate | Pdesignh","PLH Heating Average Climate | Qhe","PLH Heating Average Climate | SCOP","Psb, Pto and Poff | Poff","Psb, Pto and Poff | Psb","Psb, Pto and Poff | Pto","LRcontmin Cooling | LRcontminc","LRcontmin Cooling | CcpLRcontminc","LRcontmin Heating | LRcontminh","LRcontmin Heating | CcpLRcontminh","General | Inverter","General | Capacity Control","General | Main Power Supply","General | Refrigerant","General | Refr. Line","General | Mounting","General | No. of IU","General | IU Range Names","General | Initial Refrigerant Charge","Eligible_CEE | Eligible_CEE"
"DAIKIN EUROPE NV","DAIKIN","4MXS","94.01.087","AC1/A/M/R","","","","","4MXS68F / FTXS35K / FTXS35K","","","","6.80","4.91","485.00","B","4.77","3.90","A","1712.00","","","","61","59","","59","","","","","","","","","6.80","2.51","2.71","","","","","","","5.01","","5.11","","3.23","","6.73","","2.80","","6.36","","","8.60","","2.93","","2.94","4.22","","2.57","","2.61","","4.14","","1.73","","4.68","","1.78","","5.39","","-7","2.57","4.22","-15.00","3.23","2.09","","","","","","","","","","","11.00","11.00","","91.00","","11.00","11.00","","91.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","variable","230-1-50","R410A","5 m","Wall mounted","","","",""
"DAIKIN EUROPE NV","DAIKIN","3AMX","94.01.087","AC1/A/M/R","","","","","3AMX52E / ATXS25K / ATXS25K","","","","5.00","6.71","261.00","A++","4.84","4.18","A+","1622.00","","","","59","58","","58","","","","","","","","","5.00","1.45","3.45","","","","","","","3.71","","5.80","","2.64","","10.15","","2.57","","11.68","","","6.50","","1.86","","3.49","4.28","","2.39","","2.66","","4.51","","1.71","","5.18","","1.47","","6.13","","-7","2.39","4.28","-15.00","3.27","1.95","","","","","","","","","","","10.00","10.00","","56.00","","10.00","10.00","","56.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","variable","230-1-50","R410A","5 m","Wall mounted","","","",""
"DAIKIN EUROPE NV","DAIKIN","2AMX","94.01.087","AC1/A/M/R","","","","","2AMX40G / ATXS20K / ATXS20K","","","","4.00","6.38","220.00","A++","2.99","4.15","A+","1009.00","","","","62","54","","54","","","","","","","","","4.00","1.04","3.85","","","","","","","2.96","","6.30","","1.93","","8.77","","1.95","","10.83","","","4.20","","0.96","","4.38","2.65","","2.85","","1.64","","4.43","","1.25","","5.00","","1.54","","5.92","","-7","2.85","2.65","-15.00","2.03","2.33","","","","","","","","","","","10.00","10.00","","56.00","","10.00","10.00","","56.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","variable","230-1-50","R410A","5 m","Wall mounted","","","",""
"DAIKIN EUROPE NV","DAIKIN","2AMX","94.01.087","AC1/A/M/R","","","","","2AMX50G / ATXS25K / ATXS25K","","","","5.00","6.39","274.00","A++","4.25","4.10","A+","1452.00","","","","63","58","","58","","","","","","","","","5.00","1.38","3.62","","","","","","","3.72","","5.81","","2.44","","8.71","","1.87","","11.69","","","5.60","","1.38","","4.06","3.76","","2.49","","2.29","","4.40","","1.53","","5.10","","1.41","","5.42","","-7","2.49","3.76","-15.00","2.87","2.02","","","","","","","","","","","11.00","11.00","","57.00","","11.00","11.00","","57.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","variable","230-1-50","R410A","5 m","Wall mounted","","","",""
"DAIKIN EUROPE NV","DAIKIN","2AMXM","94.01.087","AC1/A/M/R","","","","","2AMXM40M / ATXM20M / ATXM20M","","","","4.00","8.51","165.00","A+++","3.20","4.60","A++","973.00","","","","60","58","","58","","","","","","","","","4.00","0.99","4.03","","","","","","","2.95","","7.13","","1.89","","9.83","","1.06","","14.13","","","4.20","","1.00","","4.18","2.83","","3.18","","1.72","","4.64","","1.11","","5.66","","0.67","","6.38","","-7","3.18","2.83","-15.00","2.09","2.02","","","","","","","","","","","2.00","2.00","","9.00","","2.00","2.00","","9.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","variable","230-1-50","R32","5 m","Wall mounted","","","",""
"DAIKIN EUROPE NV","DAIKIN","2AMXM","94.01.087","AC1/A/M/R","","","","","2AMXM50M / ATXM25M / ATXM25M","","","","5.00","8.51","206.00","A+++","4.20","4.60","A++","1278.00","","","","60","58","","58","","","","","","","","","5.00","1.28","3.91","","","","","","","3.68","","6.84","","2.37","","10.25","","1.91","","14.57","","","5.60","","1.41","","3.98","3.72","","2.91","","2.26","","4.69","","1.45","","5.75","","1.36","","7.25","","-7","2.91","3.72","-15.00","2.87","2.29","","","","","","","","","","","2.00","2.00","","9.00","","2.00","2.00","","9.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","variable","230-1-50","R32","5 m","Wall mounted","","","",""
"DAIKIN EUROPE NV","DAIKIN","3AMXM","94.01.087","AC1/A/M/R","","","","","3AMXM52M / ATXM25M / ATXM25M","","","","5.00","8.50","206.00","A+++","4.80","4.34","A+","1533.00","","","","59","58","","58","","","","","","","","","5.20","1.23","4.24","","","","","","","3.83","","7.26","","2.46","","10.55","","1.88","","12.72","","","6.80","","1.56","","4.35","4.25","","2.69","","2.58","","4.58","","1.66","","5.05","","1.43","","7.26","","-7","2.69","4.25","-15.00","2.64","2.03","","","","","","","","","","","3.00","3.00","","10.00","","3.00","3.00","","10.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","variable","230-1-50","R32","5 m","Wall mounted","","","",""
"MITSUBISHI ELECTRIC air conditioning systems europe ltd","MITSUBISHI ELECTRIC","P series","94.01.069","AC1/A/M/R","","","","","PUHZ-ZRP100VKA3/PLA-ZM50EA×2","","","","9.50","7.20","459.00","A++","7.80","4.90","A++","2214.00","","","","69","54","","54","","","","","","","","","9.50","2.19","4.34","","","","","","","7.00","","6.06","","4.40","","9.29","","4.50","","11.72","","","11.20","","2.58","","4.34","6.90","","3.13","","4.20","","5.05","","3.30","","6.46","","4.00","","7.88","","-10","2.22","7.80","-20.00","5.80","1.90","","","","","","","","","","","16.00","16.00","","6.00","","16.00","16.00","","46.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","230-1-50","R410A","5mx2","Cassette","","","5.0000","true"
"MITSUBISHI ELECTRIC air conditioning systems europe ltd","MITSUBISHI ELECTRIC","P series","94.01.069","AC1/A/M/R","","","","","PUHZ-ZRP100YKA3/PLA-ZM50EA×2","","","","9.50","7.00","470.00","A++","7.80","4.90","A++","2215.00","","","","69","54","","54","","","","","","","","","9.50","2.19","4.34","","","","","","","7.00","","6.06","","4.40","","9.29","","4.50","","11.72","","","11.20","","2.58","","4.34","6.90","","3.13","","4.20","","5.05","","3.30","","6.46","","4.00","","7.88","","-10","2.22","7.80","-20.00","5.80","1.90","","","","","","","","","","","21.00","21.00","","6.00","","21.00","21.00","","51.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","400-3-50","R410A","5mx2","Cassette","","","5.0000","true"
"MITSUBISHI ELECTRIC air conditioning systems europe ltd","MITSUBISHI ELECTRIC","P series","94.01.069","AC1/A/M/R","","","","","PUHZ-ZRP71VHA2/PLA-ZM35EA×2","","","","7.10","7.30","341.00","A++","4.70","4.80","A++","1362.00","","","","67","51","","51","","","","","","","","","7.10","1.82","3.91","","","","","","","5.30","","5.79","","3.30","","10.49","","2.30","","11.58","","","8.00","","1.92","","4.16","4.20","","3.17","","2.50","","4.70","","1.80","","6.53","","1.90","","8.12","","-10","2.67","4.70","-20.00","3.50","1.90","","","","","","","","","","","15.00","15.00","","6.00","","15.00","15.00","","45.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","230-1-50","R410A","5mx2","Cassette","","","3.5000","true"
"MITSUBISHI ELECTRIC air conditioning systems europe ltd","MITSUBISHI ELECTRIC","P series","94.01.069","AC1/A/M/R","","","","","PUZ-ZM100VKA/PLA-ZM50EAx2","","","","9.50","7.70","432.00","A++","7.80","4.70","A++","2277.00","","","","69","54","","54","","","","","","","","","9.50","2.07","4.60","","","","","","","7.00","","6.20","","4.50","","10.00","","4.50","","12.70","","","11.20","","2.60","","4.30","6.90","","3.10","","4.20","","4.90","","3.20","","6.10","","3.80","","7.50","","-10","2.70","7.80","-20.00","7.80","2.00","","","","","","","","","","","15.00","15.00","","6.00","","15.00","15.00","","45.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","230-1-50","R410A","5mx2","Cassette","","","4.0000","true"
"MITSUBISHI ELECTRIC air conditioning systems europe ltd","MITSUBISHI ELECTRIC","P series","94.01.069","AC1/A/M/R","","","","","PUZ-ZM100YKA/PLA-ZM50EA×2","","","","9.50","7.50","443.00","A++","7.80","4.80","A++","2238.00","","","","69","54","","54","","","","","","","","","9.50","2.07","4.60","","","","","","","7.00","","6.20","","4.50","","10.00","","4.50","","12.70","","","11.20","","2.60","","4.30","6.90","","3.10","","4.20","","4.90","","3.20","","6.10","","3.80","","7.50","","-10","7.80","2.70","-20.00","7.80","2.00","","","","","","","","","","","20.00","20.00","","6.00","","20.00","20.00","","50.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","400-3-50","R410A","5mx2","Cassette","","","4.0000","true"
"MITSUBISHI ELECTRIC air conditioning systems europe ltd","MITSUBISHI ELECTRIC","MXZ series","94.01.069","AC1/A/M/R","","","","","MXZ-2D33VA/MSZ-SF15VA/MSZ-EF18VE3W(B)(S)","","","","3.30","5.50","211.00","A","2.70","4.10","A+","926.00","","","","63","59","","60","","","","","","","","","3.30","0.90","3.67","","","","","","","2.50","","6.10","","2.40","","7.50","","2.60","","8.90","","","4.00","","0.96","","4.17","2.40","","3.00","","1.50","","4.00","","1.50","","5.60","","1.70","","6.60","","-7","3.00","2.40","-15.00","1.70","2.30","","","","","","","","","","","11.00","11.00","","29.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","230-1-50","R410A","5m","Wall mounted","","","1.1500","true"
"MITSUBISHI ELECTRIC air conditioning systems europe ltd","MITSUBISHI ELECTRIC","MXZ series","94.01.069","AC1/A/M/R","","","","","MXZ-2D42VA2/MSZ-EF18VE3W(B)(S)/MSZ-EF25VE3W(B)(S)","","","","4.20","6.80","216.00","A++","3.20","4.20","A+","1065.00","","","","60","60","","60","","","","","","","","","4.20","1.00","4.20","","","","","","","3.10","","6.50","","2.00","","8.70","","2.00","","12.70","","","4.50","","0.93","","4.84","3.00","","3.40","","2.70","","4.50","","2.90","","5.80","","3.50","","6.80","","-7","3.40","3.00","-15.00","2.30","2.40","","","","","","","","","","","11.00","11.00","","32.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","230-1-50","R410A","5m","Wall mounted","","","1.3000","true"
"MITSUBISHI ELECTRIC air conditioning systems europe ltd","MITSUBISHI ELECTRIC","MXZ series","94.01.069","AC1/A/M/R","","","","","MXZ-2E53VAHZ/MSZ-EF18VE3/MSZ-EF35VE3","","","","5.30","6.50","282.00","A++","6.40","4.10","A+","2165.00","","","","55","60","","60","","","","","","","","","5.30","1.29","4.11","","","","","","","4.12","","6.30","","3.65","","9.21","","3.67","","11.06","","","6.40","","1.36","","4.71","7.13","","2.54","","3.70","","4.42","","4.35","","5.63","","4.94","","6.41","","-10","2.48","6.40","-25.00","2.40","1.34","","","","","","","","","","","15.00","15.00","","5.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","230-1-50","R410A","5m","Wall mounted","","","2.0000","true"
"MITSUBISHI ELECTRIC air conditioning systems europe ltd","MITSUBISHI ELECTRIC","MXZ series","94.01.069","AC1/A/M/R","","","","","MXZ-2D53VA2/MSZ-EF18VE3W(B)(S)/MSZ-EF35VE3W(B)(S)","","","","5.30","7.10","262.00","A++","4.50","4.20","A+","1507.00","","","","64","60","","60","","","","","","","","","5.30","1.54","3.44","","","","","","","4.00","","5.70","","2.60","","10.60","","1.80","","12.00","","","6.40","","1.70","","3.76","4.00","","2.70","","2.70","","4.40","","2.90","","5.80","","3.40","","6.90","","-7","2.70","4.00","-15.00","3.30","2.40","","","","","","","","","","","11.00","11.00","","32.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","230-1-50","R410A","5m","Wall mounted","","","1.3000","true"
"MITSUBISHI ELECTRIC air conditioning systems europe ltd","MITSUBISHI ELECTRIC","MXZ series","94.01.069","AC1/A/M/R","","","","","MXZ-2D53VAH2/MSZ-EF18VE3W(B)(S)/MSZ-EF35VE3W(B)(S)","","","","5.30","7.10","262.00","A++","4.50","4.10","A+","1546.00","","","","64","60","","60","","","","","","","","","5.30","1.54","3.44","","","","","","","4.00","","5.70","","2.60","","10.60","","1.80","","12.00","","","6.40","","1.70","","3.76","4.00","","2.50","","2.70","","4.30","","2.90","","5.80","","3.40","","6.90","","-7","2.50","4.00","-20.00","3.00","2.10","","","","","","","","","","","11.00","11.00","","32.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","230-1-50","R410A","5m","Wall mounted","","","1.3000","true"
"MITSUBISHI ELECTRIC air conditioning systems europe ltd","MITSUBISHI ELECTRIC","MXZ series","94.01.069","AC1/A/M/R","","","","","MXZ-3E54VA/MSZ-EF18VE3W(B)(S)/MSZ-EF35VE3W(B)(S)","","","","5.30","5.10","360.00","A","4.80","3.80","A","1764.00","","","","64","60","","60","","","","","","","","","5.30","1.69","3.14","","","","","","","3.91","","5.22","","3.40","","6.86","","3.57","","8.48","","","6.80","","1.92","","3.54","4.22","","2.53","","2.59","","3.60","","1.68","","5.27","","1.85","","6.97","","-7","2.53","4.22","-15.00","2.86","2.02","","","","","","","","","","","14.00","14.00","","47.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","230-1-50","R410A","5mx2","Wall mounted","","","2.7000","false"
"MITSUBISHI ELECTRIC air conditioning systems europe ltd","MITSUBISHI ELECTRIC","MXZ series","94.01.069","AC1/A/M/R","","","","","MXZ-3E68VA/MSZ-EF18VE3W(B)(S)/MSZ-EF50VE3W(B)(S)","","","","6.20","5.50","392.00","A","5.10","3.80","A","1877.00","","","","64","60","","60","","","","","","","","","6.20","2.16","2.87","","","","","","","4.59","","4.88","","3.30","","7.09","","3.47","","8.70","","","8.20","","2.76","","2.97","4.57","","2.66","","3.33","","4.04","","3.67","","5.09","","4.08","","6.29","","-7","2.66","4.57","-15.00","3.33","2.05","","","","","","","","","","","10.00","10.00","","4.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","230-1-50","R410A","5m","Wall mounted","","","2.7000","false"
"MITSUBISHI ELECTRIC air conditioning systems europe ltd","MITSUBISHI ELECTRIC","MXZ series","94.01.069","AC1/A/M/R","","","","","MXZ-4E72VA/MSZ-EF22VE3W(B)(S)/MSZ-EF50VE3W(B)(S)","","","","6.40","4.70","472.00","B","5.50","3.80","A","2015.00","","","","64","60","","60","","","","","","","","","6.40","2.84","2.25","","","","","","","4.74","","4.33","","3.40","","6.71","","3.57","","7.83","","","8.30","","2.67","","3.11","4.84","","2.49","","2.97","","3.74","","2.10","","5.18","","2.50","","6.64","","-7","2.49","4.84","-15.00","4.25","1.98","","","","","","","","","","","15.00","15.00","","63.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","230-1-50","R410A","5mx2","Wall mounted","","","2.7000","false"
"MITSUBISHI ELECTRIC air conditioning systems europe ltd","MITSUBISHI ELECTRIC","MXZ series","94.01.069","AC1/A/M/R","","","","","MXZ-4E83VA/MSZ-EF42VE3W(B)(S)/MSZ-EF42VE3W(B)(S)","","","","7.00","5.60","434.00","A+","5.90","3.80","A","2155.00","","","","64","60","","60","","","","","","","","","7.00","2.70","2.59","","","","","","","5.17","","4.73","","3.99","","7.70","","4.20","","9.60","","","9.20","","3.10","","2.97","5.26","","2.43","","3.46","","4.00","","3.42","","5.11","","4.11","","6.23","","-7","2.43","5.26","-15.00","3.82","1.96","","","","","","","","","","","9.00","9.00","","29.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","230-1-50","R410A","5m","Wall mounted","","","2.9900","false"
"MITSUBISHI ELECTRIC air conditioning systems europe ltd","MITSUBISHI ELECTRIC","MXZ series","94.01.069","AC1/A/M/R","","","","","MXZ-2D42VA2/MSZ-SF20VA/MSZ-SF20VA","","","","4.00","6.90","203.00","A++","4.00","3.80","A","1473.00","","","","60","60","","60","","","","","","","","","4.00","1.26","3.17","","","","","","","2.90","","5.90","","2.10","","8.00","","1.95","","11.00","","","4.40","","1.09","","4.04","3.20","","2.67","","2.90","","4.00","","2.80","","4.98","","3.30","","5.74","","-7","3.08","3.20","-15.00","2.50","2.67","","","","","","","","","","","11.00","11.00","","26.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","230-1-50","R410A","5m","Wall mounted","","","1.3000","false"
"AIRWELL RESIDENTIAL SAS","AIRWELL","YCZ","03.01.247","AC1/A/M/R","","","","","AWAU-YCZ218-H11/AWSI-HKD009-N11x2","","","","5.20","5.60","325.00","A+","5.60","3.45","A","2272.34","","","","65","58","","58","","","","","","","","","5.20","1.62","3.21","","","","","","","3.83","","4.88","","2.46","","7.14","","1.44","","10.10","","","6.00","","1.66","","3.61","4.95","","2.40","","3.02","","3.28","","1.94","","5.27","","1.88","","6.14","","-7","2.40","4.95","-15.00","3.97","2.16","","","","","","","","","","","13.00","13.00","","51.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","variable","230-1-50","R410A","5.0 m","Wall Mounted","","","","false"
"AIRWELL RESIDENTIAL SAS","AIRWELL","YCZ","03.01.247","AC1/A/M/R","","","","","YCZ430-/HKD012x2","","","","7.08","5.96","416.00","A+","8.20","3.80","A","3021.00","","","","70","62","","62","","","","","","","","","7.08","2.34","3.02","","","","","","","5.22","","4.95","","3.35","","7.97","","2.53","","12.22","","","7.40","","2.05","","3.61","7.25","","2.57","","4.42","","3.73","","2.84","","4.90","","2.46","","5.84","","-7","2.57","7.25","-15.00","5.90","2.21","","","","","","","","","","","","19.00","","74.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","variable","230-1-50","R410A","5.0 m","Wall Mounted","","","","false"
"GD MIDEA Air-Conditioning Equipment Co. Ltd","MIDEA","M2OF-18","17.04.002","AC1/A/M/R","","","","","M2OF-18HFN1-Q/MA-09N1D0-I+MA-09N1D0-I","","","","5.00","5.60","312.00","A+","4.52","3.80","A","1666.00","","","","65","60","","","","","","","","","","","5.00","1.92","2.60","","","","","","","3.80","","4.18","","2.40","","6.92","","1.20","","11.30","","","5.40","","1.50","","3.60","4.00","","2.45","","2.50","","3.70","","1.64","","5.13","","1.28","","5.70","","-7","2.45","4.00","-15.00","2.98","2.02","","","","","","","","","","","9.00","9.00","","5.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","Variable","230-1-50","R410A","5 mx2","Wall mounted","","","","false"
"GD MIDEA Air-Conditioning Equipment Co. Ltd","MIDEA","M2OF-18","17.04.002","AC1/A/M/R","","","","","M2OF-18HFN1-Q/MA2-09N1D0-I+MA2-09N1D0-I","","","","5.00","5.60","312.00","A+","4.52","3.80","A","1666.00","","","","65","60","","","","","","","","","","","5.00","1.92","2.60","","","","","","","3.80","","4.18","","2.40","","6.92","","1.20","","11.30","","","5.40","","1.50","","3.60","4.00","","2.45","","2.50","","3.70","","1.64","","5.13","","1.28","","5.70","","-7","2.45","4.00","-15.00","2.98","2.02","","","","","","","","","","","9.00","9.00","","5.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","Variable","230-1-50","R410A","5 mx2","Wall mounted","","","","false"
"GD MIDEA Air-Conditioning Equipment Co. Ltd","MIDEA","M2OF-18","17.04.002","AC1/A/M/R","","","","","M2OF-18HFN1-Q/MB-09N1D0-I+MB-09N1D0-I","","","","5.00","5.60","312.00","A+","4.52","3.80","A","1666.00","","","","65","60","","","","","","","","","","","5.00","1.92","2.60","","","","","","","3.80","","4.18","","2.40","","6.92","","1.20","","11.30","","","5.40","","1.50","","3.60","4.00","","2.45","","2.50","","3.70","","1.64","","5.13","","1.28","","5.70","","-7","2.45","4.00","-15.00","2.98","2.02","","","","","","","","","","","9.00","9.00","","5.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","Variable","230-1-50","R410A","5 mx2","Wall mounted","","","","false"
"GD MIDEA Air-Conditioning Equipment Co. Ltd","MIDEA","M2OF-18","17.04.002","AC1/A/M/R","","","","","M2OF-18HFN1-Q/MB2-09N1D0-I+MB2-09N1D0-I","","","","5.00","5.60","312.00","A+","4.52","3.80","A","1666.00","","","","65","60","","","","","","","","","","","5.00","1.92","2.60","","","","","","","3.80","","4.18","","2.40","","6.92","","1.20","","11.30","","","5.40","","1.50","","3.60","4.00","","2.45","","2.50","","3.70","","1.64","","5.13","","1.28","","5.70","","-7","2.45","4.00","-15.00","2.98","2.02","","","","","","","","","","","9.00","9.00","","5.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","Variable","230-1-50","R410A","5 mx2","Wall mounted","","","","false"
"GD MIDEA Air-Conditioning Equipment Co. Ltd","MIDEA","M2OF-18","17.04.002","AC1/A/M/R","","","","","M2OF-18HFN1-Q/MSMAAU-09HRDN1-QRD0GW+MSMAAU-09HRDN1-QRD0GW","","","","5.00","5.60","312.00","A+","4.52","3.80","A","1666.00","","","","65","60","","","","","","","","","","","5.00","1.92","2.60","","","","","","","3.80","","4.18","","2.40","","6.92","","1.20","","11.30","","","5.40","","1.50","","3.60","4.00","","2.45","","2.50","","3.70","","1.64","","5.13","","1.28","","5.70","","-7","2.45","4.00","-15.00","2.98","2.02","","","","","","","","","","","9.00","9.00","","5.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","Variable","230-1-50","R410A","5 mx2","Wall mounted","","","","false"
"GD MIDEA Air-Conditioning Equipment Co. Ltd","MIDEA","M2OF-18","17.04.002","AC1/A/M/R","","","","","M2OF-18HFN1-Q/MSMBAU-09HRFN1-QRD0GW(B)+MSMBAU-09HRFN1-QRD0GW(B)","","","","5.00","5.60","312.00","A+","4.52","3.80","A","1666.00","","","","65","60","","","","","","","","","","","5.00","1.92","2.60","","","","","","","3.80","","4.18","","2.40","","6.92","","1.20","","11.30","","","5.40","","1.50","","3.60","4.00","","2.45","","2.50","","3.70","","1.64","","5.13","","1.28","","5.70","","-7","2.45","4.00","-15.00","2.98","2.02","","","","","","","","","","","9.00","9.00","","5.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","Variable","230-1-50","R410A","5 mx2","Wall mounted","","","","false"
"FUJITSU GENERAL (Euro) GmbH","FUJI ELECTRIC","RO**L Multi","94.01.198","AC1/A/M/R","","","","","ROG14LAC2/RSG07LMCA/RSG07LMCA","","","","4.00","6.70","209.00","A++","3.80","4.10","A+","1296.00","","","","61","51","","51","","","","","","","","","4.00","1.09","3.67","","","","","","","2.95","","6.49","","1.89","","8.82","","2.05","","9.96","","","4.40","","1.03","","4.27","3.36","","2.71","","2.05","","3.90","","1.50","","6.02","","1.57","","6.43","","-7","2.71","3.36","-15.00","2.64","2.37","","","","","","","","","","","9.00","9.00","","3.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","Variable","230-1-50","R410A","5.0 mx2","Wall mounted","","","1.3000","true"
"FUJITSU GENERAL (Euro) GmbH","FUJI ELECTRIC","RO**L Multi","94.01.198","AC1/A/M/R","","","","","ROG18LAC2/RSG09LMCA/RSG09LMCA","","","","5.00","6.60","265.00","A++","4.20","4.10","A+","1434.00","","","","63","52","","52","","","","","","","","","5.00","1.56","3.21","","","","","","","3.68","","6.01","","2.37","","8.61","","1.80","","10.30","","","5.60","","1.41","","3.97","3.72","","2.49","","2.26","","4.13","","2.29","","5.95","","2.35","","6.87","","-7","2.49","3.72","-15.00","3.07","2.23","","","","","","","","","","","10.00","10.00","","2.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","Variable","230-1-50","R410A","5.0 mx2","Wall mounted","","","1.3000","true"
