"PARTICIPANT_NAME","TRADE_NAME","RANGE","CERTIFICAT","MODEL_TYPE","SOFTWARE_NAME","SOFTWARE_VERSION","FACTORY_COUNTRY","FACTORY_CITY","MODEL_NAME","SeasonalCooling | Pdesignc","SeasonalCooling | SEER","SeasonalCooling | Effsc","Seasonal Efficiency in Cooling | Pdesignc","Seasonal Efficiency in Cooling | SEER","Seasonal Efficiency in Cooling | Qce","Seasonal Efficiency in Cooling | SEER Class","Heating Average Climate | Pdesignh","Heating Average Climate | SCOP","Heating Average Climate | SCOP Class","Heating Average Climate | Qhe","SeasonalHeating | Pdesignh","SeasonalHeating | SCOP","SeasonalHeating | Effsh","Acoustic | LwO env","Acoustic | LwI1 env","Acoustic | LwI1 duct","Acoustic | LwI2 env","Acoustic | LwO duct","Acoustic | LwI2 duct","Acoustic in heating | LwO env in heating","Acoustic in heating | LwI1 env in heating","Acoustic in heating | LwI2 env in heating","Acoustic in heating | LwO duct in heating","Acoustic in heating | LwI1 duct in heating","Acoustic in heating | LwI duct2 in heating","Standard Cooling/Cooling PL Cond A | Pc","Standard Cooling/Cooling PL Cond A | Pec","Standard Cooling/Cooling PL Cond A | EER","Standard Cooling/Cooling PL Cond A | Ph","Standard Cooling/Cooling PL Cond A | COP","Standard Cooling/Cooling PL Cond A | EER Class","Standard Cooling/Cooling PL Cond A | Peh","Standard Cooling/Cooling PL Cond A | COP Class","Standard Cooling/Cooling PL Cond A | EER Class","Cooling PL CondB | Pc @ 30°C ","Cooling PL CondB | PcB","Cooling PL CondB | EER @ 30°C ","Cooling PL CondB | EERB","Cooling PL CondC | Pc @ 25°C","Cooling PL CondC | PcC","Cooling PL CondC | EER @ 25°C","Cooling PL CondC | EERC","Cooling PL CondD | Pc @ 20°C ","Cooling PL CondD | PcD","Cooling PL CondD | EER @ 20°C ","Cooling PL CondD | EERD","Standard Heating | Ph","Standard Heating | Ph","Standard Heating | Peh","Standard Heating | Peh","Standard Heating | COP","Standard Heating | COP","Heating PL CondA | Ph @ -7°C","Heating PL CondA | PhA","Heating PL CondA | COP @ -7°C","Heating PL CondA | COPA","Heating PL CondB | Ph @ +2°C","Heating PL CondB | PhB","Heating PL CondB | COP @ 2°C","Heating PL CondB | COPB","Heating PL CondC | Ph @ +7°C","Heating PL CondC | PhC","Heating PL CondC | COP @ +7°C","Heating PL CondC | COPC","Heating PL CondD | Ph @ +12°C","Heating PL CondD | PhD","Heating PL CondD | COP @ +12°C","Heating PL CondD | COPD","Bivalent Point | Tbiv","Bivalent Point | COP @ Tbiv","Bivalent Point | Ph TBiv","TOL Runing Test | TOL","TOL Runing Test | Ph_E","TOL Runing Test | COP_E","Heating Colder Climate | SCOP","Heating Colder Climate | SCOP Class_colder climate","Heating Colder Climate | SCOP Class_colder climate","Heating Colder Climate | Qhe","Bivalent Point Colder Climate | Tbiv_c","Bivalent Point Colder Climate | Ph @ Tbiv°C_c","Bivalent Point Colder Climate | COP @ Tbiv_c ","Heating Warmer Climate | SCOP","Heating Warmer Climate | SCOP Class_warmer climate","Heating Warmer Climate | Qhe","Poffc | Poff","Psbc | Psb","Psbc | Psbc","Ptoc | Pto","Pck | Pck","Poffh | Poffh","Psbh | Psbh","Psbh | Psbh","Ptoh | Ptoh","Pckh | Pckh","Cooling | EER @ 30°C ","Cooling | Pc @ 30°C ","Cooling | EER @ 25°C","Cooling | Pc @ 25°C","Cooling | EER @ 20°C ","Cooling | Pc @ 20°C ","Cooling | Pdesignc","Cooling | SEER","Cooling | Qce","PLH Heating Average Climate | COP @ -7°C","PLH Heating Average Climate | Ph @ -7°C","PLH Heating Average Climate | COP @ 2°C","PLH Heating Average Climate | Ph @ +2°C","PLH Heating Average Climate | COP @ +7°C","PLH Heating Average Climate | Ph @ +7°C","PLH Heating Average Climate | COP @ +12°C","PLH Heating Average Climate | Ph @ +12°C","PLH Heating Average Climate | Pdesignh","PLH Heating Average Climate | Qhe","PLH Heating Average Climate | SCOP","Psb, Pto and Poff | Poff","Psb, Pto and Poff | Psb","Psb, Pto and Poff | Pto","LRcontmin Cooling | LRcontminc","LRcontmin Cooling | CcpLRcontminc","LRcontmin Heating | LRcontminh","LRcontmin Heating | CcpLRcontminh","General | Inverter","General | Capacity Control","General | Main Power Supply","General | Refrigerant","General | Refr. Line","General | Mounting","General | No. of IU","General | IU Range Names","General | Initial Refrigerant Charge","Eligible_CEE | Eligible_CEE"
"GD MIDEA Air-Conditioning Equipment Co. Ltd","MIDEA","Duct R32","17.02.278","AC2/A/S/R","","","","","MOE30U-48HFN8-RRD0/MTI-48HWFNX-QRD0","14.00","6.10","241.00","","","","","","","","","11.90","4.00","157.00","72","","69","","","","","","","","","","14.00","5.09","2.75","","","","","","","","10.20","","4.53","","6.59","","7.15","","3.12","","11.73","16.00","","4.26","","3.76","","","10.53","","2.75","","6.46","","3.89","","4.04","","5.20","","2.58","","5.87","-7","2.75","10.53","","","","","","","","","","","","","","","","14.00","","","","","14.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","400-3-50","R32","5 m","Ducted","","","","true"
"GD MIDEA Air-Conditioning Equipment Co. Ltd","MIDEA","Ceiling&Floor R32","17.02.278","AC2/A/S/R","","","","","MOE30U-48HFN8-RRD0/MUE-48HRFNX-QRD0","14.00","6.10","241.00","","","","","","","","","11.10","4.00","157.00","72","67","","","","","72","67","","","","","14.00","5.49","2.55","","","","","","","","9.98","","4.52","","6.61","","7.03","","3.13","","12.86","16.10","","5.49","","2.93","","","9.82","","2.59","","6.37","","3.88","","3.98","","5.23","","4.02","","6.53","-7","2.59","9.82","","","","","","","","","","","","","","","","14.00","","","","","14.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","400-3-50","R32","5 m","Ceiling suspended","","","","true"
"GD MIDEA Air-Conditioning Equipment Co. Ltd","MIDEA","Cassette R32","17.02.278","AC2/A/S/R","","","","","MOE30U-55HFN8-RRD0/MCD-55HRFNX-QRD0","15.70","6.10","241.00","","","","","","","","","11.90","4.00","157.00","74","65","","","","","74","65","","","","","15.70","6.02","2.61","","","","","","","","11.60","","4.49","","7.57","","6.77","","3.53","","13.39","18.20","","6.03","","3.02","","","11.09","","2.62","","6.94","","3.86","","4.41","","5.31","","4.36","","6.29","-10","2.42","11.90","","","","","","","","","","","","","","","","15.00","","","","","15.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","400-3-50","R32","5 m","Cassette","","","","true"
"GD MIDEA Air-Conditioning Equipment Co. Ltd","MIDEA","Duct R32","17.02.278","AC2/A/S/R","","","","","MOE30U-55HFN8-RRD0/MTI-55HWFNX-QRD0","15.40","6.00","237.00","","","","","","","","","12.50","4.00","157.00","77","","74","","","","","","","","","","15.40","5.50","2.80","","","","","","","","11.44","","4.70","","7.30","","6.83","","3.25","","11.32","17.70","","5.18","","3.42","","","11.57","","2.72","","7.03","","3.90","","4.57","","5.09","","4.53","","6.18","-10","2.45","12.50","","","","","","","","","","","","","","","","18.00","","","","","18.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","400-3-50","R32","5 m","Ducted","","","","true"
"GD MIDEA Air-Conditioning Equipment Co. Ltd","MIDEA","Ceiling&Floor R32","17.02.278","AC2/A/S/R","","","","","MOE30U-55HFN8-RRD0/MUE-55HRFNX-QRD0","15.90","6.10","241.00","","","","","","","","","11.90","4.00","157.00","75","69","","","","","","","","","","","15.90","6.02","2.64","","","","","","","","11.83","","4.37","","7.59","","6.86","","3.42","","13.75","18.20","","6.03","","3.02","","","10.68","","2.52","","6.86","","3.90","","4.33","","5.30","","4.35","","6.41","-10","2.46","11.90","","","","","","","","","","","","","","","","15.00","","","","","15.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","400-3-50","R32","5 m","Ceiling suspended","","","","true"
"DAIKIN EUROPE NV","DAIKIN","AZQS","94.01.148","AC2/A/S/R","","","","","AZQS125B8V1 / ADEQ125C","12.10","4.71","185.40","","","","","","","","","7.93","3.50","137.00","71","","62","","","","71","","","","62","","12.10","5.33","2.27","","","","","","","","8.91","","3.77","","5.73","","5.53","","4.88","","7.58","13.50","","3.91","","3.45","","","7.01","","2.63","","4.49","","3.41","","2.89","","4.22","","3.35","","5.18","-10","2.42","7.93","","","","","","","","","","","","","","","","15.00","","","","","15.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","variable","230-1-50","R410A","5 m","Ducted","","","","false"
"DAIKIN EUROPE NV","DAIKIN","AZQS","94.01.148","AC2/A/S/R","","","","","AZQS125B8V1 / FCAG125A","12.10","5.16","203.40","","","","","","","","","7.78","3.67","143.80","71","58","","","","","","","","","","","12.10","5.45","2.22","","","","","","","","8.92","","3.90","","5.73","","6.11","","4.62","","9.51","13.50","","3.96","","3.41","","","6.88","","2.52","","4.41","","3.52","","2.84","","4.71","","3.16","","6.03","-10","2.34","7.78","","","","","","","","","","","","","","","","12.00","","","","","12.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","variable","230-1-50","R410A","5 m","Cassette","","","","false"
"DAIKIN EUROPE NV","DAIKIN","AZQS","94.01.148","AC2/A/S/R","","","","","AZQS125BY1 / FCAG125A","12.10","5.16","203.40","","","","","","","","","7.78","3.67","143.80","71","58","","","","","71","58","","","","","12.10","5.45","2.22","","","","","","","","8.92","","3.90","","5.73","","6.11","","4.62","","9.51","13.50","","3.96","","3.41","","","6.88","","2.52","","4.41","","3.52","","2.84","","4.71","","3.16","","6.03","-10","2.34","7.78","","","","","","","","","","","","","","","","12.00","","","","","12.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","variable","400-3-50","R410A","5 m","Cassette","","","","false"
"DAIKIN EUROPE NV","DAIKIN","AZQS","94.01.148","AC2/A/S/R","","","","","AZQS140B8V1 / FCAG140A","13.00","5.94","234.60","","","","","","","","","11.60","3.96","155.40","70","58","","","","","70","58","","","","","13.00","4.94","2.63","","","","","","","","9.58","","4.51","","6.16","","7.03","","5.75","","10.88","15.50","","4.70","","3.30","","","10.23","","2.36","","6.27","","3.91","","4.09","","5.37","","4.72","","6.58","-10","2.05","11.56","","","","","","","","","","","","","","","","12.00","","","","","12.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","variable","230-1-50","R410A","5 m","Cassette","","","","true"
"DAIKIN EUROPE NV","DAIKIN","AZQS","94.01.148","AC2/A/S/R","","","","","AZQS140BY1 / FCAG140A","13.00","5.94","234.60","","","","","","","","","11.60","3.96","155.40","70","58","","","","","70","58","","","","","13.00","4.94","2.63","","","","","","","","9.58","","4.51","","6.16","","7.03","","5.75","","10.88","15.50","","4.70","","3.30","","","10.23","","2.36","","6.27","","3.91","","4.09","","5.37","","4.72","","6.58","-10","2.05","11.56","","","","","","","","","","","","","","","","12.00","","","","","12.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","variable","400-3-50","R410A","5 m","Cassette","","","","true"
"DAIKIN EUROPE NV","DAIKIN","RZAG","94.01.148","AC2/A/S/R","","","","","RZAG125MV1 / FBA125A","12.10","6.19","244.60","","","","","","","","","9.52","4.12","161.80","69","","62","","","","69","","","","62","","12.10","3.63","3.33","","","","","","","","8.92","","5.10","","5.74","","6.83","","3.89","","9.87","13.50","","2.93","","4.61","","","8.42","","2.33","","5.13","","4.38","","3.55","","5.12","","4.16","","6.45","-10","1.84","9.52","","","","","","","","","","","","","","","","14.00","","","","","14.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","variable","230-1-50","R32","5 m","Ducted","","","","true"
"DAIKIN EUROPE NV","DAIKIN","RZAG","94.01.148","AC2/A/S/R","","","","","RZAG125MV1 / FCAG125A","12.10","7.80","309.00","","","","","","","","","9.52","4.34","170.60","69","58","","","","","69","58","","","","","12.10","3.17","3.82","","","","","","","","8.92","","5.72","","5.74","","8.94","","4.69","","15.10","13.50","","3.15","","4.28","","","8.42","","2.28","","5.13","","4.63","","3.30","","5.56","","3.30","","7.02","-10","1.87","9.52","","","","","","","","","","","","","","","","12.00","","","","","12.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","variable","230-1-50","R32","5 m","Cassette","","","","true"
"DAIKIN EUROPE NV","DAIKIN","RZAG","94.01.148","AC2/A/S/R","","","","","RZAG125MV1 / FCAHG125G","12.10","8.02","317.80","","","","","","","","","9.52","4.53","178.20","69","61","","","","","69","61","","","","","12.10","2.81","4.30","","","","","","","","8.92","","6.36","","5.74","","9.36","","4.26","","12.48","13.50","","3.02","","4.47","","","8.42","","2.49","","5.13","","4.85","","3.55","","5.68","","4.16","","7.03","-10","2.02","9.52","","","","","","","","","","","","","","","","12.00","","","","","12.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","variable","230-1-50","R32","5 m","Cassette","","","","true"
"DAIKIN EUROPE NV","DAIKIN","RZAG","94.01.148","AC2/A/S/R","","","","","RZAG125MV1 / FHA125A","12.10","8.22","325.80","","","","","","","","","9.52","4.09","160.60","69","62","","","","","69","62","","","","","12.10","2.94","4.11","","","","","","","","8.92","","6.48","","5.74","","9.53","","4.43","","13.71","13.50","","3.08","","4.39","","","8.42","","2.20","","5.12","","4.38","","3.46","","5.21","","4.06","","6.38","-10","1.72","9.52","","","","","","","","","","","","","","","","12.00","","","","","12.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","variable","230-1-50","R32","5 m","Ceiling suspended","","","","true"
"DAIKIN EUROPE NV","DAIKIN","RZAG","94.01.148","AC2/A/S/R","","","","","RZAG125MV1 / FUA125A","12.10","6.39","252.60","","","","","","","","","9.52","4.26","167.40","69","65","","","","","","","","","","","12.10","3.98","3.04","","","","","","","","8.92","","5.07","","5.74","","7.02","","3.84","","11.52","13.50","","2.85","","4.73","","","8.42","","2.32","","5.13","","4.55","","3.50","","5.32","","4.08","","6.92","-10","1.83","9.52","","","","","","","","","","","","","","","","12.00","","","","","12.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","variable","230-1-50","R32","5 m","Ceiling suspended","","","","true"
"DAIKIN EUROPE NV","DAIKIN","RZAG","94.01.148","AC2/A/S/R","","","","","RZAG125MV1 / FVA125A","12.10","6.41","253.40","","","","","","","","","9.52","4.15","163.00","69","63","","","","","69","63","","","","","12.10","3.72","3.25","","","","","","","","8.92","","5.25","","5.74","","6.89","","4.15","","11.21","13.50","","3.55","","3.80","","","8.42","","2.25","","5.13","","4.44","","3.48","","5.29","","4.07","","6.46","-10","1.76","9.52","","","","","","","","","","","","","","","","12.00","","","","","12.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","variable","230-1-50","R32","5 m","Floor standing","","","","true"
"DAIKIN EUROPE NV","DAIKIN","RZAG","94.01.148","AC2/A/S/R","","","","","RZAG125MY1 / FBA125A","12.10","6.19","244.60","","","","","","","","","9.52","4.12","161.80","69","","62","","","","69","","","","62","","12.10","3.63","3.33","","","","","","","","8.92","","5.10","","5.74","","6.83","","3.89","","9.87","13.50","","2.93","","4.61","","","8.42","","2.33","","5.13","","4.38","","3.55","","5.12","","4.16","","6.45","-10","1.84","9.52","","","","","","","","","","","","","","","","14.00","","","","","14.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","variable","400-3-50","R32","5 m","Ducted","","","","true"
"DAIKIN EUROPE NV","DAIKIN","RZAG","94.01.148","AC2/A/S/R","","","","","RZAG125MY1 / FCAG125A","12.10","7.80","309.00","","","","","","","","","9.52","4.34","170.60","69","58","","","","","69","58","","","","","12.10","3.17","3.82","","","","","","","","8.92","","5.72","","5.74","","8.94","","4.69","","15.10","13.50","","3.15","","4.28","","","8.42","","2.28","","5.13","","4.63","","3.30","","5.56","","3.30","","7.02","-10","1.87","9.52","","","","","","","","","","","","","","","","12.00","","","","","12.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","variable","400-3-50","R32","5 m","Cassette","","","","true"
"DAIKIN EUROPE NV","DAIKIN","RZAG","94.01.148","AC2/A/S/R","","","","","RZAG125MY1 / FCAHG125G","12.10","8.02","317.80","","","","","","","","","9.52","4.53","178.20","69","61","","","","","69","61","","","","","12.10","2.81","4.30","","","","","","","","8.92","","6.36","","5.74","","9.36","","4.26","","12.48","13.50","","3.02","","4.47","","","8.42","","2.49","","5.13","","4.85","","3.55","","5.68","","4.16","","7.03","-10","2.02","9.52","","","","","","","","","","","","","","","","12.00","","","","","12.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","variable","400-3-50","R32","5 m","Cassette","","","","true"
"DAIKIN EUROPE NV","DAIKIN","RZAG","94.01.148","AC2/A/S/R","","","","","RZAG125MY1 / FHA125A","12.10","8.22","325.80","","","","","","","","","9.52","4.09","160.60","69","62","","","","","69","62","","","","","12.10","2.94","4.11","","","","","","","","8.92","","6.48","","5.74","","9.53","","4.43","","13.71","13.50","","3.08","","4.39","","","8.42","","2.20","","5.12","","4.38","","3.46","","5.21","","4.06","","6.38","-10","1.72","9.52","","","","","","","","","","","","","","","","12.00","","","","","12.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","variable","400-3-50","R32","5 m","Ceiling suspended","","","","true"
"DAIKIN EUROPE NV","DAIKIN","RZAG","94.01.148","AC2/A/S/R","","","","","RZAG125MY1 / FUA125A","12.10","6.39","252.60","","","","","","","","","9.52","4.26","167.40","69","65","","","","","69","65","","","","","12.10","3.98","3.04","","","","","","","","8.92","","5.07","","5.74","","7.02","","3.84","","11.52","13.50","","2.85","","4.73","","","8.42","","2.32","","5.13","","4.55","","3.50","","5.32","","4.08","","6.92","-10","1.83","9.52","","","","","","","","","","","","","","","","12.00","","","","","12.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","variable","400-3-50","R32","5 m","Ceiling suspended","","","","true"
"DAIKIN EUROPE NV","DAIKIN","RZAG","94.01.148","AC2/A/S/R","","","","","RZAG125MY1 / FVA125A","12.10","6.41","253.40","","","","","","","","","9.52","4.15","163.00","69","63","","","","","69","63","","","","","12.10","3.72","3.25","","","","","","","","8.92","","5.25","","5.74","","6.89","","4.15","","11.21","13.50","","3.55","","3.80","","","8.42","","2.25","","5.13","","4.44","","3.48","","5.29","","4.07","","6.46","-10","1.76","9.52","","","","","","","","","","","","","","","","12.00","","","","","12.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","variable","400-3-50","R32","5 m","Floor standing","","","","true"
"DAIKIN EUROPE NV","DAIKIN","RZAG","94.01.148","AC2/A/S/R","","","","","RZAG140MV1 / FBA140A","13.40","6.42","253.80","","","","","","","","","9.52","4.11","161.40","70","","62","","","","","","","","","","13.40","4.31","3.11","","","","","","","","9.88","","5.18","","6.35","","7.28","","4.14","","10.49","15.50","","3.73","","4.16","","","8.42","","2.35","","5.13","","4.43","","3.30","","4.94","","3.44","","6.06","-10","1.95","9.52","","","","","","","","","","","","","","","","14.00","","","","","14.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","variable","230-1-50","R32","5 m","Ducted","","","","true"
"DAIKIN EUROPE NV","DAIKIN","RZAG","94.01.148","AC2/A/S/R","","","","","RZAG140MV1 / FCAG140A","13.40","7.17","283.80","","","","","","","","","9.52","4.34","170.60","70","58","","","","","70","58","","","","","13.40","4.21","3.18","","","","","","","","9.88","","4.94","","6.35","","8.59","","3.95","","14.21","15.50","","4.16","","3.73","","","8.42","","2.28","","5.13","","4.63","","3.30","","5.56","","3.30","","7.02","-10","1.87","9.52","","","","","","","","","","","","","","","","12.00","","","","","12.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","variable","230-1-50","R32","5 m","Cassette","","","","true"
"DAIKIN EUROPE NV","DAIKIN","RZAG","94.01.148","AC2/A/S/R","","","","","RZAG140MV1 / FCAHG140G","13.40","7.93","314.20","","","","","","","","","9.52","4.44","174.60","70","61","","","","","70","61","","","","","13.40","3.44","3.89","","","","","","","","9.88","","6.20","","6.35","","9.38","","4.31","","12.63","15.50","","3.64","","4.26","","","8.42","","2.51","","5.13","","4.76","","3.30","","5.39","","3.42","","6.77","-10","2.07","9.52","","","","","","","","","","","","","","","","12.00","","","","","12.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","variable","230-1-50","R32","5 m","Cassette","","","","true"
"DAIKIN EUROPE NV","DAIKIN","RZAG","94.01.148","AC2/A/S/R","","","","","RZAG140MV1 / FHA140A","13.40","6.42","253.80","","","","","","","","","9.52","4.30","169.00","70","64","","","","","","","","","","","13.40","4.50","2.98","","","","","","","","9.88","","5.08","","6.35","","7.28","","4.04","","10.96","15.50","","3.60","","4.30","","","8.42","","2.44","","5.13","","4.64","","3.30","","5.17","","3.42","","6.46","-10","2.00","9.52","","","","","","","","","","","","","","","","12.00","","","","","12.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","variable","230-1-50","R32","5 m","Ceiling suspended","","","","true"
"DAIKIN EUROPE NV","DAIKIN","RZAG","94.01.148","AC2/A/S/R","","","","","RZAG140MV1 / FVA140A","13.40","6.12","241.80","","","","","","","","","9.52","3.94","154.60","70","65","","","","","","","","","","","13.40","4.60","2.91","","","","","","","","9.88","","5.00","","6.35","","6.70","","3.89","","10.39","15.50","","4.18","","3.71","","","8.42","","2.17","","5.13","","4.24","","3.30","","4.85","","3.39","","5.99","-10","1.78","9.52","","","","","","","","","","","","","","","","12.00","","","","","12.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","variable","230-1-50","R32","5 m","Floor standing","","","","true"
"DAIKIN EUROPE NV","DAIKIN","RZAG","94.01.148","AC2/A/S/R","","","","","RZAG140MY1 / FBA140A","13.40","6.42","253.80","","","","","","","","","9.52","4.11","161.40","70","","62","","","","","","","","","","13.40","4.31","3.11","","","","","","","","9.88","","5.18","","6.35","","7.28","","4.14","","10.49","15.50","","3.73","","4.16","","","8.42","","2.35","","5.13","","4.43","","3.30","","4.94","","3.44","","6.06","-10","1.95","9.52","","","","","","","","","","","","","","","","14.00","","","","","14.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","variable","400-3-50","R32","5 m","Ducted","","","","true"
"DAIKIN EUROPE NV","DAIKIN","RZAG","94.01.148","AC2/A/S/R","","","","","RZAG140MY1 / FCAG140A","13.40","7.17","283.80","","","","","","","","","9.52","4.34","170.60","70","58","","","","","","","","","","","13.40","4.21","3.18","","","","","","","","9.88","","4.94","","6.35","","8.59","","3.95","","14.21","15.50","","4.16","","3.73","","","8.42","","2.28","","5.13","","4.63","","3.30","","5.56","","3.30","","7.02","-10","1.87","9.52","","","","","","","","","","","","","","","","12.00","","","","","12.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","variable","400-3-50","R32","5 m","Cassette","","","","true"
"DAIKIN EUROPE NV","DAIKIN","RZAG","94.01.148","AC2/A/S/R","","","","","RZAG140MY1 / FCAHG140G","13.40","7.93","314.20","","","","","","","","","9.52","4.44","174.60","70","61","","","","","","","","","","","13.40","3.44","3.89","","","","","","","","9.88","","6.20","","6.35","","9.38","","4.31","","12.63","15.50","","3.64","","4.26","","","8.42","","2.51","","5.13","","4.76","","3.30","","5.39","","3.42","","6.77","-10","2.07","9.52","","","","","","","","","","","","","","","","12.00","","","","","12.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","variable","400-3-50","R32","5 m","Cassette","","","","true"
